0,1,9.6179e+05,-1.1806e+06,-1.392e+06,-1.6614e+06,-1.7758e+06,-2.817e+05,-3.308e+05,1.9296e+06,-1.0724e+06,-3.1701e+05,8.2578e+05,56368,-7.4083e+05,1.0939e+06,-3.4278e+05,1.3367e+06
1,1,-3.007e+06,2.7311e+06,2.6301e+06,-22992,1.0651e+05,-1.6985e+06,-1.5515e+06,-2.3761e+06,-1.7007e+06,-1.5942e+06,-1.7864e+06,2.6483e+06,2.4157e+06,-1.6221e+06,-1.0762e+06,-6.1478e+05
2,1,5.481e+05,-6.5894e+05,-6.9862e+05,-9.7984e+05,-1.1721e+06,-3.4189e+05,2.569e+05,1.5667e+06,-1.6182e+06,-1.315e+06,8.7546e+05,1.7005e+06,1.7311e+06,1.2406e+06,-3.527e+05,-53512
3,1,-8.4838e+05,1.067e+06,8.4173e+05,-8.064e+05,-6.6752e+05,-2.1018e+05,-3.1533e+05,4.7954e+06,2.9211e+06,3.3332e+06,2.7375e+06,-3.3224e+06,-3.6275e+06,3.0916e+06,-1.5263e+06,1.255e+06
4,1,-2.3464e+06,2.4051e+06,2.4854e+06,3.3082e+05,-4.6893e+05,6.5218e+05,-43584,1.5695e+06,-1.2016e+06,-1.147e+06,-2.1662e+06,-8.6579e+05,-1.4358e+06,-1.1908e+06,-96832,-3.3007e+05
5,1,-2.3881e+06,3.4614e+06,2.709e+06,1.5598e+06,9.577e+05,9.4483e+05,8.0624e+05,-4.992e+05,23744,7.367e+05,82176,1.3516e+06,8.5926e+05,-19968,1.4688e+05,-9.7816e+05
6,1,-2.852e+06,2.1128e+06,2.9516e+06,-1.2628e+06,-1.1402e+06,1.5352e+05,2.1894e+05,-4.1299e+05,-3.2289e+06,-2.7004e+06,-1.3926e+06,6.6846e+06,5.4036e+06,-9.3907e+05,2.4835e+06,-1.3448e+06
7,1,-2.5614e+06,2.1073e+06,2.2122e+06,-1.0122e+06,-8.8096e+05,-4.4389e+05,-4.3566e+05,-5.7077e+05,-1.9991e+06,-2.1052e+06,-2.2528e+06,2.069e+06,5.259e+05,-1.8099e+06,-2.4732e+06,-4.3494e+05
8,1,-4.5197e+05,-2.2195e+05,-7.0733e+05,-1.3962e+06,-1.165e+06,-2.6624e+05,1.6e+05,1.8945e+06,-2.6736e+05,5.9078e+05,54784,8.8736e+05,2.5581e+05,1.0454e+06,-1.2393e+06,2.9374e+05
9,1,-3.8892e+06,4.1411e+06,4.2066e+06,-6.825e+05,-1.963e+06,-2.0311e+06,-1.8993e+06,1.1428e+06,-4.608e+05,-3.8195e+05,-1.623e+05,-1.11e+06,-2.1914e+05,7.6749e+05,-1.7669e+06,8.9568e+05
10,1,-1.3961e+06,2.6817e+06,2.3213e+06,1.8231e+06,1.8722e+06,5.8803e+05,2.7674e+05,-6.201e+05,-4.9705e+05,-4.9702e+05,-6.5442e+05,1.2226e+06,1.0255e+06,-3.717e+05,4.96e+05,3.1334e+05
11,1,-3.4427e+06,2.1811e+06,2.4412e+06,-2.2579e+06,-3.0561e+06,-4.8128e+05,-2560,2.7121e+06,1.3371e+06,1.5398e+06,1.0906e+06,-1.4326e+06,-9.6614e+05,1.6108e+06,-1.4438e+05,-5.8499e+05
12,1,-3.243e+06,3.7786e+06,3.7386e+06,-1.0058e+06,-1.4815e+06,-8.8742e+05,-8.1062e+05,1.2557e+06,1.2442e+06,1.3243e+06,1.1379e+06,-3.1232e+05,1.3261e+05,1.4415e+06,5.4477e+05,-3344
13,1,-1.2923e+06,3.7028e+06,3.5185e+06,2.4771e+06,2.6522e+06,2.4832e+05,5.7702e+05,-2.7197e+06,-2.4371e+05,6144,-1.8227e+05,1.8022e+06,1.5114e+06,8192,4.4237e+05,1.4714e+05
14,1,8.3379e+05,-2.878e+06,-3.1232e+06,-8.4047e+06,-9.7047e+06,2.0766e+06,3.5204e+06,4.3533e+05,7.6685e+05,1.1724e+06,-51584,3.9488e+06,4.6103e+06,3.2996e+06,3.5575e+06,1.9077e+06
15,1,-2.1135e+06,1.2452e+06,1.0322e+06,7.5366e+05,6.8813e+05,-2.9491e+05,-5.7344e+05,-1.3763e+06,-3.6045e+05,5.161e+05,1.6384e+05,3.4734e+06,4.522e+06,4.9152e+05,4.1943e+06,4.5235e+05
16,1,-1.2303e+06,7.6699e+05,6.7234e+05,-3.4212e+05,7.2279e+05,-1.5069e+05,-3.1456e+05,-1.578e+06,-2.4927e+06,-2.5412e+06,-3.1391e+05,4.0869e+06,3.6574e+06,-84008,6.9495e+05,4.4521e+05
17,1,2.8285e+06,-1.9776e+06,-2.4219e+06,2.447e+05,1.3261e+06,7.9686e+05,1.0713e+06,-3.3101e+06,-2.3339e+06,-1.9405e+06,-1.685e+06,3.407e+06,3.6352e+06,-1.4554e+06,8.1989e+05,3.9921e+05
18,1,-3.5619e+06,3.7352e+06,4.5381e+06,3.5228e+06,3.4214e+06,8.9693e+05,1.8062e+06,-4.2667e+06,-3.9449e+06,-4.0596e+06,-2.4678e+06,5.7306e+06,5.5993e+06,-1.3536e+06,3.3291e+06,1.4129e+06
19,1,-1.3702e+05,-1.5008e+05,-8.3635e+05,1.0855e+06,1.6803e+05,5.7693e+05,8.0628e+05,-5.0546e+06,-2.2062e+06,-2.2039e+06,-2.4484e+06,2.4842e+06,2.3412e+06,-1.5945e+06,-9.3088e+05,17688
20,1,-1.5684e+06,1.2632e+06,-2.9504e+05,2.4028e+06,2.2059e+06,-6.7923e+05,-3.1898e+05,1.4466e+06,1.0972e+06,3.8445e+05,2.4998e+06,7.3274e+05,8.2413e+05,3.0958e+06,6.8851e+05,2.3582e+05
21,1,3.9678e+05,-1.0161e+06,-4.0578e+05,-7.9645e+05,-2.1071e+06,-4.9441e+05,-7.7293e+05,2.6772e+06,8.7746e+05,1.7131e+06,4.7021e+05,-4.3138e+06,-2.938e+06,1.0274e+06,-2.5833e+06,-1.2942e+06
22,1,-1.9229e+06,2.8808e+06,2.9299e+06,2.8511e+06,2.8675e+06,-2.5759e+05,-1.5929e+05,-4.3302e+06,-5.009e+06,-5.222e+06,-1.7829e+06,4.9926e+06,5.3365e+06,-1.6559e+06,-87428,4.1905e+05
23,1,-2.2224e+06,2.8492e+06,2.7675e+06,2.0738e+06,2.2173e+06,-3.611e+05,-3.2831e+05,-3.6476e+06,-2.3739e+06,-2.0788e+06,-9.6901e+05,3.2711e+06,3.8593e+06,-7.7208e+05,-1.108e+06,1.454e+05
24,1,-1.3414e+05,7.6058e+05,4.6163e+05,7.737e+05,-3.3891e+05,-3.3046e+05,-2.319e+05,8.081e+05,1.93e+06,1.8029e+06,6.7133e+05,-1.0477e+06,-8.1434e+05,1.0371e+06,1.5239e+06,5894
25,1,-1.3865e+06,2.1699e+06,1.9067e+06,2.5958e+05,9.8509e+05,-4.928e+05,1.6973e+05,1.2052e+06,9.4618e+05,1.5186e+06,5.7242e+05,-5.2326e+05,-1.0557e+06,7.721e+05,-1.0604e+06,-9.72e+05
26,1,-2.9714e+06,2.1102e+06,2.1738e+06,-9.5134e+05,-1.0987e+06,-3.0087e+05,-3.1724e+05,1.8344e+06,1.4345e+06,1.4346e+06,1.002e+06,-3.777e+05,-1.0998e+06,1.3299e+06,1.3442e+06,4.9752e+05
27,1,-1.1837e+06,1.708e+06,1.8186e+06,1.3056e+06,1.8698e+06,-1.2534e+06,-76288,-1.024e+05,-2.6214e+05,6.5229e+05,-2.4576e+05,1.151e+06,-1.495e+05,4.0141e+05,-1.0977e+06,-4.9133e+05
28,1,-3.387e+05,9.5577e+05,7.0597e+05,-7.265e+05,-8.6578e+05,2.8654e+05,36676,-2.7586e+05,-2.5083e+05,2.1824e+05,-1.5962e+05,2.5449e+05,2.378e+05,-85848,5.4695e+05,-6.122e+05
29,1,1.7739e+06,-1.9368e+06,-1.9531e+06,-1.9909e+06,-2.1874e+06,5.2586e+05,7.0609e+05,1.6668e+06,9.5108e+05,1.1314e+06,1.0559e+06,-5.8662e+05,-5.464e+05,1.1595e+06,7.8127e+05,-9.5626e+05
30,1,-2.7525e+06,5.6842e+06,5.6709e+06,1.2452e+06,1.3763e+06,2.261e+06,1.9948e+06,-2.8017e+06,2.3101e+06,2.3388e+06,-3.031e+05,1.3763e+06,1.0486e+06,-3.4816e+05,2.2446e+06,7.9462e+05
31,1,-2.1299e+06,2.4658e+06,2.6214e+06,-32768,5.4067e+05,-5.161e+05,-4.096e+05,-5.7344e+06,-3.9322e+06,-4.1124e+06,-3.4734e+06,5.8982e+06,5.2101e+06,-3.7192e+06,-4.4237e+05,-9.9533e+05
32,1,-3.0523e+06,3.7247e+06,2.8932e+06,-46567,35337,40777,1.8823e+05,-1.6194e+06,-3.63e+06,-3.589e+06,-1.9864e+06,3.6624e+06,3.4654e+06,-1.6751e+06,-3.7055e+05,3.9689e+05
33,1,-5.762e+05,1.4667e+06,1.1721e+06,-2.4573e+06,-2.9405e+06,6.882e+05,7.5375e+05,-5.932e+06,-2.9803e+06,-2.3246e+06,-4.0226e+06,4.1391e+06,5.6442e+06,-3.1702e+06,50496,-3.4506e+05
34,1,1.2084e+06,-3.0994e+06,-2.87e+06,-3.6646e+06,-3.6318e+06,2.7619e+05,8.3325e+05,8.7698e+05,-1.9069e+06,-1.0549e+06,1.7619e+05,2.8944e+06,2.2714e+06,1.9266e+05,1.3484e+06,-13758
35,1,-6.8362e+05,1.6834e+06,1.6345e+06,6.6281e+05,6.2192e+05,-1.7344e+05,-4.8473e+05,-2.0199e+05,3.494e+05,2.6766e+05,5.4829e+05,9.6124e+05,6.9776e+05,1.0237e+06,1.568e+06,2.7861e+05
36,1,-2.0528e+06,4.9855e+06,4.8258e+06,4.53e+06,4.3989e+06,-1.5817e+05,-2.2371e+05,-4.9408e+06,-3.0466e+06,-2.9646e+06,-1.8696e+06,4.2467e+06,4.2295e+06,-1.4758e+06,8.7957e+05,-3.7053e+05
37,1,4.7206e+05,-3.9148e+06,-4.3325e+06,-5.2083e+06,-3.5489e+06,-1.1415e+06,-1.4656e+06,3.9936e+06,-2.1632e+05,8.6707e+05,1.9558e+05,1.4807e+06,1.9968e+05,9.2467e+05,2.142e+06,-1.6886e+06
38,1,-8.0972e+05,-1.0339e+05,-2.8334e+05,-2.3562e+06,-1.7171e+06,-9.1509e+05,-7.5125e+05,3.3573e+06,3.0288e+05,4.9979e+05,8.5773e+05,1.6333e+05,-67848,1.0403e+06,-3.8043e+05,-4.8695e+05
39,1,-6.7412e+05,-3.0474e+05,-9.0253e+05,-1.289e+06,-2.2392e+06,-4.1026e+05,-4.43e+05,1.9885e+06,-8.1744e+05,-2.9297e+05,-5.1025e+05,-8.2487e+05,-8.9203e+05,-51184,-2.0255e+06,-1.2687e+06
40,1,-1.7056e+06,2.987e+06,2.7522e+06,1.056e+06,8.5949e+05,14974,3.6724e+05,2.24e+05,-2.1175e+05,-64112,3.865e+05,-2.5118e+05,1.7347e+05,5.0143e+05,77098,7.8664e+05
41,1,-1.4684e+06,2.1996e+06,2.1914e+06,8.192e+05,9.5027e+05,6.9632e+05,6.6355e+05,-8.5197e+05,-24576,1.5565e+05,1.6384e+05,-2.6214e+05,-3.9322e+05,32768,0,-92928
42,1,-9.333e+05,9.1501e+05,1.0461e+06,-3.2865e+05,-1.9758e+05,-1.9606e+05,-3.9267e+05,-4.7308e+05,1.5737e+06,1.3116e+06,7.2178e+05,-6.5608e+05,-2.301e+05,4.3506e+05,-9.1796e+05,-2.1358e+05
43,1,-1.0994e+06,1.4076e+06,1.1814e+06,-8.1984e+05,-7.0754e+05,7.2008e+05,7.9776e+05,37952,2.4896e+05,31984,1.3168e+06,2.1405e+06,1.5971e+06,1.1804e+06,1.8709e+06,5.7407e+05
44,1,2.711e+05,-1.2352e+05,-1.5904e+05,-3.8982e+05,-4.2704e+05,-4.3978e+05,-5.5466e+05,1.3155e+06,-4.2301e+05,-3.7498e+05,26560,-1.0329e+06,-1.2058e+06,4096,-1.0668e+06,-2.6506e+05
45,1,-4.0409e+06,3.395e+06,5.3582e+06,-1.3464e+06,-9.8587e+05,5.0514e+05,1.7913e+06,2.949e+06,-2.718e+06,-1.8599e+06,-4.2205e+06,8.1468e+06,1.1591e+06,-3.826e+06,1.2965e+06,-3.3411e+06
46,1,-9.183e+05,1.9574e+06,1.8204e+06,1.8438e+06,1.9508e+06,2.0592e+05,1.5681e+05,-2.3228e+06,-2.1551e+06,-1.6448e+06,-1.1501e+06,1.7764e+06,1.8931e+06,-8.5787e+05,-1.8896e+06,2.5692e+05
47,1,-1.8957e+06,3.1858e+06,2.8142e+06,1.9095e+06,1.6484e+06,-4.4576e+05,-2.7363e+05,-1.0095e+06,-2.2362e+06,-1.8865e+06,49664,1.3292e+06,1.2127e+06,1.591e+05,-1.402e+06,-6.0468e+05
48,1,-1.5565e+06,1.0813e+06,1.5647e+06,1.3097e+06,1.3281e+06,-1.195e+06,-1.2805e+06,1.1366e+05,1.9251e+05,6.8096e+05,7.0861e+05,2.2139e+06,-79872,8.2534e+05,-1.067e+06,-33152
49,1,9.0906e+05,-2.3501e+05,-2.496e+05,-5.2442e+05,-8.2854e+05,1.1149e+05,2.0288e+05,1.5331e+06,1.3889e+06,1.6705e+06,1.1956e+06,-1.4856e+06,-1.6256e+06,1.3043e+06,9.2672e+05,98584
50,1,-2.9798e+05,5.3555e+05,4.969e+05,-7.511e+05,-7.5341e+05,-35616,-1.615e+05,1.1506e+06,8.713e+05,8.5632e+05,4.2867e+05,1.76e+05,92416,4.9395e+05,1.8921e+06,4.983e+05
51,1,-9.5257e+05,1.4925e+06,1.1326e+06,-5.2748e+05,-1.3629e+06,6.7625e+05,6.9267e+05,-1.46e+06,-1.171e+06,-5.1505e+05,6.4018e+05,3.7513e+06,3.3541e+06,8.1295e+05,2.328e+06,5.0655e+05
52,1,-2.3061e+06,2.1651e+06,1.9853e+06,5.8308e+05,2.966e+05,-1.3524e+06,-1.2131e+06,-1.7232e+05,-3.1249e+06,-3.141e+06,-6.0593e+05,2.806e+06,2.557e+06,-2.7556e+05,3.3939e+05,6.4042e+05
53,1,-7.9127e+05,1.0457e+06,9.7235e+05,-8.2232e+05,-1.1172e+06,7.1593e+05,5.2751e+05,1.6124e+06,1.6016e+06,1.8642e+06,1.2037e+06,-8.3264e+05,-8.8405e+05,1.3598e+06,-19664,4.902e+05
54,1,-1.0096e+06,1.2312e+06,1.1784e+06,-9.621e+05,-6.5061e+05,3.292e+05,3.0824e+05,-2.1457e+06,-9.6775e+05,-5.7417e+05,-3.0401e+06,-7.9752e+05,-5.8749e+05,-2.6299e+06,-3.5541e+06,-1.3946e+06
55,1,4.0137e+06,-5.7839e+06,-6.4966e+06,-4.9794e+06,-5.2498e+06,9.256e+05,5.928e+05,7.1734e+06,2.1745e+06,2.1786e+06,2.4085e+06,-4.2816e+06,-4.4261e+06,2.3609e+06,-1.1155e+05,1.8399e+06
56,1,1.7978e+06,-2.9469e+06,-3.0794e+06,-3.8695e+06,-4.3006e+06,4.891e+05,5.1077e+05,1.5874e+06,1.1723e+06,1.3581e+06,5.7661e+05,-1.4105e+06,-1.884e+06,4.7771e+05,-3.4289e+06,6.7397e+05
57,1,-3.3425e+06,1.333e+05,3.7917e+05,-2.2212e+06,-2.9421e+06,-1.6813e+06,-1.3209e+06,4.3715e+06,2.3282e+06,2.1317e+06,9.1038e+05,-7.1841e+05,-63796,6.4837e+05,-7.9205e+05,7.9625e+05
58,1,-2.8574e+06,2.8657e+06,2.3681e+06,9.6933e+05,1.6905e+06,-1.0215e+05,1.1086e+05,1.7102e+06,-1.8722e+06,-6.9018e+05,3.6358e+05,1.8291e+06,5.7027e+05,5.6253e+05,3.3197e+06,2.7106e+05
59,1,-9.0726e+05,7.8336e+05,8.6221e+05,-6.1798e+05,-5.2685e+05,-6.3731e+05,-2.3949e+05,1.6952e+06,6.1491e+05,1.0117e+06,94208,2.1504e+05,-19456,5.161e+05,-3.5021e+05,-5.6125e+05
60,1,-3.8336e+05,-1.4421e+06,-1.5076e+06,-1.8337e+06,-2.4891e+06,-1.926e+05,20386,9.9308e+05,-8.3198e+05,-45504,-7.3926e+05,2.6831e+06,3.2401e+06,-4.0337e+05,2.6655e+06,-8.0303e+05
61,1,-1.9568e+06,3.2147e+06,3.0878e+06,1.4167e+06,1.1218e+06,1.4429e+06,8.2032e+05,1.7994e+05,-7.0818e+05,-19981,5.5834e+05,1.7117e+06,1.0557e+06,1.476e+06,2.1139e+06,7.7714e+05
62,1,-8.6123e+05,-1.3114e+06,-1.5079e+06,1.4218e+06,4.7158e+05,-2.0046e+06,-1.5459e+06,3.0806e+05,4.9662e+06,5.3595e+06,1.2026e+06,-1.6808e+06,-2.0749e+06,2.1858e+06,3.2221e+06,1.7267e+06
63,1,-1.2314e+06,-2.0008e+06,-2.1316e+06,-3.7832e+06,-3.521e+06,-2.0541e+06,-1.792e+06,1.15e+06,1.9648e+05,3.9332e+05,3.4267e+05,1.5152e+06,2.6933e+06,2.2825e+05,-6.6478e+05,8.4116e+05
64,1,-3.7749e+06,6.5123e+06,6.3731e+06,-5.3727e+06,-4.0947e+06,3.5429e+06,2.9531e+06,-6.1017e+06,-4.0105e+06,-2.4703e+06,-1.6813e+06,9.9576e+06,8.7123e+06,-1.4123e+05,6.0734e+06,-1.9187e+06
65,1,1.1518e+06,6.0739e+06,5.6768e+06,2.7211e+06,1.22e+06,-1.4045e+06,-1.0194e+05,9.5219e+05,-1.0974e+07,-1.0974e+07,-1.9349e+06,6.0632e+06,8.298e+06,-1.7293e+06,-8.0066e+06,-7.6761e+06
66,1,2.1199e+06,-6.686e+06,-5.2522e+06,2.6982e+06,5.7293e+06,71865,2.3083e+06,-5.3664e+05,-5.2338e+06,-4.1278e+06,-1.0358e+06,2.2151e+06,-6.6561e+05,1774,2.0978e+06,2.095e+06
67,1,7.1092e+05,-4.6572e+06,-4.7225e+06,-8.3351e+06,-9.8751e+06,-3.1622e+06,-4.3418e+06,-3.1295e+06,-9.7458e+06,-8.0417e+06,-7.5217e+06,7.4975e+06,7.9546e+06,-4.0316e+06,1.9062e+06,-1.2529e+06
68,1,-2.0061e+06,2.86e+06,3.0621e+06,6.5277e+05,8.9846e+05,6896,-1.4069e+05,-1.0515e+05,-2.5626e+05,-36352,-1.0394e+06,8.3533e+05,-4.7731e+05,-1.0995e+06,1.1331e+05,-7.4316e+05
69,1,-9.2307e+05,1.9263e+06,1.4367e+06,1.1184e+06,1.5235e+05,9.2575e+05,1.4337e+06,-1.6037e+06,-1.7696e+06,-1.3418e+06,1.1878e+05,2.8566e+06,2.5818e+06,2.9312e+05,4.1427e+05,-1.4711e+05
70,2,-5.3178e+05,-2.3437e+06,-2.1918e+06,1.3043e+06,1.5675e+06,-5.6326e+05,1.2501e+05,9.3542e+05,-1.8808e+06,-1.2862e+06,-9.8922e+05,-7.3824e+05,-1.4239e+06,-9.183e+05,1.4451e+05,1.5958e+06
71,2,-1.1061e+06,-1.6957e+05,-5.9373e+05,-1.711e+06,-9.8941e+05,-8.4075e+05,-6.1126e+05,2.2025e+06,-8.2278e+05,-6.9005e+05,-1.194e+06,-1.2832e+05,1.8675e+05,-9.3766e+05,-1.0847e+06,-1.401e+06
72,2,-1.1207e+06,-3.2877e+06,-3.0246e+06,-5.3662e+06,-4.1208e+06,-5.403e+05,1.393e+06,2.8229e+06,-1.1393e+06,-2.2081e+05,-1.3849e+06,3.2999e+06,2.3105e+06,-6.1378e+05,-1.6539e+06,-3.7191e+05
73,2,2.9983e+06,-6.1293e+06,-7.5033e+06,-9.4887e+06,-7.4572e+06,1.8432e+06,1.7776e+06,1.4562e+06,-2.682e+06,-2.4169e+06,-1.2252e+06,8.1179e+06,6.9237e+06,-8.6251e+05,1.3243e+06,-6.3949e+05
74,2,-1.6639e+06,-2.3943e+06,-1.9353e+06,-5.2565e+06,-4.0768e+06,-1.5259e+06,-1.4603e+06,2.6044e+06,-1.0287e+06,-7.663e+05,-6.997e+05,2.4944e+06,1.8374e+06,-1.0271e+06,-1.8659e+06,-1.502e+06
75,2,-4.4821e+05,-4.723e+06,-4.4607e+06,72322,-7.1416e+05,-2.9901e+06,-3.3833e+06,2.058e+06,2.7423e+06,2.0216e+06,2.6268e+06,-1.7276e+06,-2.8675e+05,3.2823e+06,6.5736e+05,9.4843e+05
76,2,-91136,-2.9056e+05,-2.5312e+05,-4.865e+05,-3.5688e+05,-8.3246e+05,-6.5267e+05,2.2512e+06,5.4829e+05,7.5203e+05,-7.6067e+05,-4.0269e+05,1.927e+05,-3.6387e+05,1.0427e+06,-8.0724e+05
77,2,6.9566e+05,-7.4052e+06,-6.6827e+06,-1.0345e+07,-1.454e+07,4.0521e+06,4.0519e+06,1.0595e+07,-8.5866e+06,-9.8948e+06,-9.5421e+05,9.9827e+06,1.2988e+07,-2.9758e+05,2.4155e+05,-1.7854e+06
78,2,3.4266e+05,-2.8172e+06,-2.8e+06,-5.8187e+05,-1.303e+06,34924,1.28e+06,2.5958e+06,1.6994e+05,9.0856e+05,1.4354e+06,-9.1416e+05,1.6211e+05,1.8621e+06,-8.0661e+05,-4.6686e+05
79,2,3.3819e+06,-8.0654e+06,-7.5735e+06,-3.1932e+06,-3.8486e+06,1.2685e+06,1.5634e+06,1.3457e+06,-1.6371e+06,-1.6192e+05,1.7253e+06,5.7464e+06,4.2041e+06,1.7256e+06,3.9925e+06,-2.5752e+06
80,2,3.8086e+06,-7.3189e+06,-7.1866e+06,-2.6008e+06,-3.1004e+06,1.4722e+06,1.6688e+06,1.4118e+07,1.6429e+06,2.6274e+06,1.1941e+06,-1.045e+07,-1.1703e+07,3.5547e+06,-2.3697e+06,8.0075e+05
81,2,-1.4518e+06,2.0236e+06,2.1884e+06,53088,2.2538e+05,-1.7346e+05,-1.1608e+05,7.4465e+05,1.3313e+05,4.4545e+05,1.6839e+05,-5.0747e+05,-6.2886e+05,3.4982e+05,-8.6295e+05,-1.0621e+06
82,2,5.9747e+06,-1.2659e+07,-1.1872e+07,-2.048e+07,-1.9694e+07,-9.5947e+06,-9.8569e+06,-2.7978e+06,-4.9844e+06,-4.328e+06,-8.7834e+06,8.4195e+06,6.8426e+06,-4.6541e+06,-5.8007e+06,-3.4795e+06
83,2,4.2533e+06,-3.1624e+06,-2.6463e+06,-6.1919e+06,-3.0461e+06,3.6249e+06,7.7536e+06,-2.6283e+06,-1.4726e+07,-1.04e+07,-6.7604e+06,6.1566e+06,5.2389e+06,-3.9095e+06,7.4497e+06,-1.6714e+06
84,2,1.0573e+07,-2.1187e+07,-2.8132e+07,-2.4655e+07,-2.4262e+07,-1.3462e+07,-1.3069e+07,-5.5269e+06,-2.0785e+07,-1.2657e+07,-9.0764e+06,2.2382e+07,2.8274e+07,-5.9626e+06,1.4581e+06,-2.4512e+06
85,2,8.4778e+06,-1.1473e+07,-1.3733e+07,-5.894e+06,-4.3212e+06,8.1103e+06,1.083e+07,2.8582e+06,1.3916e+06,5.3239e+06,91251,9.4212e+06,8.1098e+06,1.1399e+06,8.0403e+06,6.5522e+06
86,2,1.3697e+06,-2.5398e+06,-5.62e+06,-9.2065e+06,-9.4687e+06,-2.3225e+06,-7.4966e+05,1.3039e+06,-5.5506e+06,-4.7641e+06,-3.3853e+06,6.2221e+06,5.3044e+06,-2.2056e+06,2.8621e+06,2.947e+05
87,2,-1.1954e+06,-1.8375e+06,-3.1482e+06,2.6205e+06,-2.6224e+06,-3.0141e+06,-3.9972e+06,-8.3866e+06,7.8652e+06,7.8652e+06,-1.0477e+06,3.4072e+06,7.8571e+05,2.098e+06,3.5385e+06,1.3101e+06
